ID,Speaker
19-227-0059_3879-173592-0026.wav,as he had lately had particular opportunities of discovering aiming at a style of life which their fortune could not warrant seeking to better themselves by wealthy connections a forward bragging scheming race
19-227-0061_302-123516-0035.wav,and he knew the young man on whom the fullerton estate must devolve the general needed no more enraged with almost everybody in the world but himself he set out the next day for the abbey where his performances have been seen
19-227-0062_2910-131096-0085.wav,i leave it to my reader's sagacity to determine how much of all this it was possible for henry to communicate at this time to catherine how much of it he could have learnt from his father
19-227-0064_83-9960-0012.wav,catherine at any rate heard enough to feel that in suspecting general tilney of either murdering or shutting up his wife she had scarcely sinned against his character or magnified his cruelty
19-227-0066_5867-48852-0076.wav,the conversation between them at northanger had been of the most unfriendly kind henry's indignation on hearing how catherine had been treated on comprehending his father's views and being ordered to acquiesce in them
19-227-0067_150-126107-0027.wav,had been open and bold the general accustomed on every ordinary occasion to give the law in his family prepared for no reluctance but of feeling
19-227-0068_8629-261140-0004.wav,no opposing desire that should dare to clothe itself in words could ill brook the opposition of his son steady as the sanction of reason and the dictate of conscience could make it but in such a cause his anger
19-227-0069_248-130652-0007.wav,though it must shock could not intimidate henry who was sustained in his purpose by a conviction of its justice he felt himself bound as much in honour as in affection to miss morland
19-227-0072_5390-30096-0009.wav,the general was furious in his anger and they parted in dreadful disagreement henry in an agitation of mind which many solitary hours were required to compose
26-495-0000_1034-121119-0014.wav,in sixteen sixty five written by a citizen who continued all the while in london never made public before
26-495-0004_3947-13260-0017.wav,and from them was handed about by word of mouth only so that things did not spread instantly over the whole nation as they do now but it seems that the government had a true account of it
26-495-0013_441-130108-0036.wav,this possessed the heads of the people very much and few cared to go through drury lane or the other streets suspected unless they had extraordinary business that obliged them to it
26-495-0014_8312-279790-0007.wav,the usual number of burials in a week in the parishes of saint giles in the fields and saint andrew's holborn were from twelve to seventeen or nineteen each few more or less
26-495-0017_229-130880-0061.wav,saint bride's zero saint james's eight
26-495-0023_2989-138035-0042.wav,still continuing very severe even till near the end of february attended with sharp though moderate winds the bills decreased again and the city grew healthy and everybody began to look upon the danger as good as over
26-495-0024_7059-77900-0037.wav,from the beginning of april especially they stood at twenty five each week till the week from the eighteenth to the twenty fifth
26-495-0025_6476-96661-0022.wav,there was none of the plague and but four of the spotted fever but the following week it returned again and the distemper was spread into two or three other parishes
26-495-0027_4788-94904-0018.wav,there died but three of which not one within the whole city or liberties and saint andrew's buried but fifteen which was very low
26-495-0028_1447-130552-0010.wav,but still as there was but one of the plague people began to be easy the whole bill also was very low for the week before the bill was but three hundred forty seven
26-495-0029_3440-171009-0017.wav,so that now all our extenuations abated and it was no more to be concealed nay it quickly appeared that the infection had spread itself beyond all hopes of abatement that in the parish of saint giles
26-495-0030_412-126975-0046.wav,but this was all knavery and collusion
26-495-0033_198-126831-0029.wav,a frightful number of whom they set down but nine of the plague but on an examination more strictly by the justices of peace and at the lord mayor's request
26-495-0035_2817-142371-0070.wav,our neighbourhood continued very easy but at the other end of the town their consternation was very great and the richer sort of people especially the nobility and gentry from the west part of the city
26-495-0036_6880-216547-0112.wav,in an unusual manner and this was more particularly seen in whitechappel that is to say the broad street where i lived indeed nothing was to be seen but waggons and carts with goods
26-495-0037_7302-86815-0028.wav,coaches filled with people of the better sort and horsemen attending them and all hurrying away then empty waggons and carts appeared and spare horses with servants who it was apparent
26-495-0038_5561-41616-0026.wav,were returning or sent from the countries to fetch more people besides innumerable numbers of men on horseback some alone others with servants and generally speaking
26-495-0039_1334-135589-0069.wav,as anyone might perceive by their appearance this was a very terrible and melancholy thing to see and as it was a sight which i could not but look on from morning to night
26-495-0040_1743-142912-0013.wav,this hurry of the people was such for some weeks that there was no getting at the lord mayor's door without exceeding difficulty there were such pressing and crowding there
26-495-0042_1502-122619-0059.wav,now as there had none died in the city for all this time my lord mayor gave certificates of health without any difficulty to all those who lived in the ninety seven parishes and to those within the liberties too
26-495-0043_8580-287363-0009.wav,this hurry i say continued some weeks that is to say all the month of may and june and the more because it was rumoured that an order of the government was to be issued out
26-495-0045_5703-47198-0046.wav,concerning my own case and how i should dispose of myself that is to say whether i should resolve to stay in london or shut up my house and flee as many of my neighbours did i have set this particular down
26-495-0047_307-127539-0027.wav,to note what became of me i had two important things before me
26-495-0051_2159-179157-0024.wav,but i had a family of servants whom i kept at my business had a house shop and warehouses filled with goods and in short to leave them all as things in such a case must be left that is to say
26-495-0052_4680-16041-0040.wav,without any overseer or person fit to be trusted with them had been to hazard the loss not only of my trade but of my goods and indeed of all i had in the world i had an elder brother
26-495-0053_1898-145715-0018.wav,at the same time in london and not many years before come over from portugal and advising with him his answer was in three words
26-495-0054_2092-145706-0076.wav,that the best preparation for the plague was to run away from it as to my argument of losing my trade my goods or debts he quite confuted me he told me the same thing which
26-495-0056_27-124992-0053.wav,i say as many did because several did so at last especially those who had been in the armies in the war which had not been many years past and i must needs say that speaking of second causes
26-495-0059_3214-167606-0007.wav,so i was put off for that time and one way or other i always found that to appoint to go away was always crossed by some accident or other so as to disappoint and put it off again
26-495-0065_5463-39173-0013.wav,flying from god and that he could cause his justice to overtake me when and where he thought fit these thoughts quite turned my resolutions again and when i came to discourse with my brother again
26-495-0067_8609-262281-0016.wav,my brother though a very religious man himself laughed at all i had suggested about its being an intimation from heaven and told me several stories of such foolhardy people as he called them
26-495-0069_311-124404-0024.wav,i ought to acquiesce in the direction of him who having been my maker had an undisputed right of sovereignty in disposing of me and that then there had been
26-495-0070_196-122159-0012.wav,only because i could not hire a horse to go or my fellow was run away that was to attend me was ridiculous since at the time i had my health and limbs and other servants and might
26-495-0075_2384-152900-0003.wav,and as i had already prepared everything as well as i could as to my business and whom to entrust my affairs with i had little to do but to resolve i went home that evening greatly oppressed in my mind
26-495-0077_730-359-0035.wav,what was my duty to do and i stated the arguments with which my brother had pressed me to go into the country and i set against them the strong impressions which i had on my mind for staying the visible call i seemed to have
26-495-0082_374-180299-0042.wav,in him will i trust surely he shall deliver thee from the snare of the fowler and from the noisome pestilence he shall cover thee with his feathers and under his wings shalt thou trust
26-495-0083_3168-173565-0040.wav,because thou hast made the lord which is my refuge even the most high thy habitation there shall no evil befall thee neither shall any plague come nigh thy dwelling
26-495-0086_8630-305213-0044.wav,the woman being taken ill with whom i had intended to entrust my house and all my affairs
26-495-0090_3526-176653-0050.wav,sweated a little and was much refreshed the apprehensions of its being the infection went also quite away with my illness and i went about my business as usual
26-496-0001_4014-186176-0008.wav,for the city that is to say within the walls was indifferently healthy still nor was it got then very much over the water into southwark
26-496-0002_6454-120342-0021.wav,of all distempers whereof it might be supposed above six hundred died of the plague yet there was but twenty eight in the whole city within the walls and but nineteen in southwark
26-496-0003_3112-9555-0025.wav,but we perceived the infection kept chiefly in the out parishes which being very populous and fuller also of poor the distemper found more to prey upon than in the city
26-496-0004_198-126831-0009.wav,yet there died no more of the plague on the whole southwark side of the water than sixteen but this face of things soon changed
26-496-0005_2893-139322-0031.wav,and it began to thicken in cripplegate parish especially and in clarkenwell so that by the second week in august cripplegate parish alone buried eight hundred eighty six and clarkenwell
26-496-0008_3699-47246-0016.wav,that any should have hearts so hardened in the midst of such a calamity as to rob and steal yet certain it is that all sorts of villainies and even levities and debaucheries
26-496-0009_4088-158077-0009.wav,were then practised in the town as openly as ever i will not say quite as frequently because the numbers of people were many ways lessened but the city itself began now to be visited too
26-496-0015_3879-173592-0014.wav,because as i suppose they would not mingle with anybody that came out of houses or
26-496-0023_6147-34607-0030.wav,all the ruined families of the royal party flocked hither all the old soldiers set up trades here and abundance of families settled here again
26-496-0024_2391-145015-0113.wav,to london i often thought that as jerusalem was besieged by the romans when the jews were assembled together to celebrate the passover by which means an incredible number of people were surprised there
26-496-0025_1363-135842-0048.wav,as this conflux of the people to a youthful and gay court made a great trade in the city especially in everything that belonged to fashion and finery
27-123349-0003_3436-172162-0032.wav,and he was forced to promise that even in the field except in the case of a surprise he would do nothing without the assent of a council of war monmouth was to command in england his soft mind had as usual
27-123349-0006_4680-16042-0008.wav,encouraging messages reached him in quick succession from london he was assured that the violence and injustice with which the elections had been carried on had driven the nation mad
27-123349-0007_8629-261139-0036.wav,that the prudence of the leading whigs had with difficulty prevented a sanguinary outbreak on the day of the coronation and that all the great lords who had supported the exclusion bill were impatient to rally round him
27-123349-0011_4406-16883-0037.wav,should accompany argyle to scotland and that fletcher should go with monmouth to england fletcher from the beginning had augured ill of the enterprise but his chivalrous spirit would not suffer him to decline a risk which his friends seemed eager to encounter
27-123349-0012_6880-216547-0031.wav,when grey repeated with approbation what wildman had said about richmond and richard the well read and thoughtful scot justly remarked that there was a great difference between the fifteenth century and the seventeenth
27-123349-0013_1455-134435-0047.wav,richmond was assured of the support of barons each of whom could bring an army of feudal retainers into the field
27-123349-0015_1081-125237-0015.wav,but his intellect and his temper preserved him from the violence of a partisan he had lived on confidential terms with shaftesbury and had thus incurred the displeasure of the court locke's prudence had however
27-123349-0016_4160-11549-0035.wav,been such that it would have been to little purpose to bring him even before the corrupt and partial tribunals of that age in one point however he was vulnerable he was a student of christ church in the university of oxford
27-123349-0019_5049-25947-0021.wav,that never man was so complete a master of his tongue and of his passions when it was found that treachery could do nothing arbitrary power was used after vainly trying to inveigle locke into a fault
27-123349-0023_374-180298-0027.wav,but it was apprehended that argyle would shortly appear in arms among his clansmen a proclamation was accordingly issued directing that scotland should be put into a state of defence the militia was ordered to be in readiness
27-123349-0025_1737-148989-0036.wav,and at the head of a great body of his followers
27-123349-0027_4640-19189-0033.wav,the king said that he had received from unquestionable sources intelligence of designs which were forming against the throne by his banished subjects in holland some of the exiles were cutthroats
27-123349-0030_5561-39621-0022.wav,were at this time most desirous that the hospitality of their country
27-123349-0031_6367-74004-0018.wav,james had lately held language which encouraged the hope that he would not patiently submit to the ascendancy of france it seemed probable that he would consent to form a close alliance with the united provinces and the house of austria
27-123349-0032_7190-90542-0035.wav,there was therefore at the hague an extreme anxiety to avoid all that could give him offence the personal interest of william was also on this occasion identical with the interest of his father in law
27-123349-0033_7402-90848-0010.wav,but the case was one which required rapid and vigorous action and the nature of the batavian institutions made such action almost impossible the union of utrecht
27-123349-0034_1363-135842-0034.wav,for the purpose of meeting immediate exigencies had never been deliberately revised and perfected in a time of tranquillity every one of the seven commonwealths
27-123349-0037_3699-19401-0014.wav,holland alone contained eighteen cities each of which was for many purposes an independent state jealous of all interference from without if the rulers of such a city received from the hague an order
27-123349-0041_3699-47246-0013.wav,and seems to have been entirely animated by their spirit all the endeavours of the federal government to effect what james desired were frustrated by the evasions of the functionaries of amsterdam and by the blunders of colonel bevil skelton
27-123349-0042_1992-141719-0034.wav,then instead of applying as he should have done to the states general who sate close to his own door
27-123349-0043_87-121553-0101.wav,with a request that the suspected ships might be detained the magistrates of amsterdam answered that the entrance of the zuyder zee was out of their jurisdiction and referred him to the federal government it was notorious that this was a mere excuse
27-123349-0044_8629-261139-0074.wav,and that if there had been any real wish at the stadthouse of amsterdam to prevent argyle from sailing no difficulties would have been made skelton now addressed himself to the states general they showed every disposition to comply with his demand
27-123349-0045_1235-135887-0004.wav,departed from the course which they ordinarily observed in the transaction of business on the same day on which he made his application to them an order drawn in exact conformity with his request
27-123349-0047_5789-57158-0027.wav,would in a moment have put an end to his expedition round his little fleet a boat was rowing in which were some persons with telescopes whom he suspected to be spies but no effectual step was taken for the purpose of detaining him
27-123349-0049_6925-80680-0003.wav,and allowed two of his followers to go on shore there the bishop ordered them to be arrested the refugees proceeded to hold a long and animated debate on this misadventure
27-123349-0050_1841-150351-0022.wav,for from the beginning to the end of their expedition however languid and irresolute their conduct might be they never in debate wanted spirit or perseverance some were for an attack on kirkwall
27-123349-0053_2518-154825-0014.wav,when the earl reached his own province he found that preparations had been made to repel him at dunstaffnage he sent his second son charles on shore to call the campbells to arms but charles returned with gloomy tidings
27-123349-0055_2196-174172-0025.wav,or afraid of moving and refused even to see the son of their chief from dunstaffnage the small armament proceeded to campbelltown near the southern extremity of the peninsula of kintyre
27-123349-0057_839-130898-0024.wav,in this paper were set forth with a strength of language sometimes approaching to scurrility many real and some imaginary grievances it was hinted that the late king had died by poison
27-124992-0001_233-134440-0051.wav,it takes its name from that illustrious woman by whose virtue and fortitude and armed with prayer the children of israel were preserved from the destruction threatened them by holofernes and his great army
27-124992-0002_3857-182317-0002.wav,swore by his throne and kingdom that he would revenge himself of all those countries
27-124992-0004_1867-154075-0029.wav,and all the governors and his officers of war
27-124992-0006_5652-19215-0061.wav,go out against all the kingdoms of the west
27-124992-0009_831-130746-0020.wav,with the chariots and horsemen and archers
27-124992-0013_911-128684-0045.wav,who were over against the face of the desert
27-124992-0020_5393-19219-0028.wav,and be subject to thee than to die and to perish
27-124992-0024_2911-7601-0037.wav,that he only might be called god by those nations which could be brought under him
27-124992-0025_6272-70168-0019.wav,and all apamea and all mesopotamia
27-124992-0029_1723-141149-0007.wav,wrote to all that were over against esdrelon
27-124992-0032_332-128985-0032.wav,and they caused the little children to lie prostrate before the temple of the lord
27-124992-0033_7859-102519-0002.wav,that their children might not be made a prey and their wives carried off and their cities destroyed and their holy things profaned
27-124992-0034_446-123502-0043.wav,know ye that the lord will hear your prayers
27-124992-0035_3112-9555-0059.wav,that trusted in his own strength and in his power and in his army and in his shields and in his chariots and in his horsemen not by fighting with the sword
27-124992-0038_6529-62554-0047.wav,or what are their cities and of what sort and how great also what is their power or what is their multitude
27-124992-0044_5789-57195-0035.wav,so that the waters were made to stand firm as a wall on either side
27-124992-0047_4160-11550-0010.wav,and of the hethites and of the hevites and of the amorrhites and all the mighty ones in hesebon
27-124992-0048_3436-172171-0062.wav,when they had revolted from the way which god had given them to walk therein they were destroyed in battles by many nations and very many of them were led away captive
27-124992-0051_4898-28461-0015.wav,we cannot resist them because their god will defend them
27-124992-0055_118-47824-0082.wav,and besides him there is no other judith chapter six
27-124992-0056_2182-150130-0021.wav,when they had left off speaking that holofernes being in a violent passion
27-124992-0058_1235-135883-0015.wav,then thou also shalt die with them by the sword of the assyrians
27-124992-0070_4014-186175-0004.wav,the god of our fathers whose power thou hast set forth will make this return to thee
27-124992-0071_4830-25898-0045.wav,let god be with thee also in the midst of us that as it shall please thee so thou with all thine
27-124992-0072_3607-29116-0017.wav,after the assembly was broken up received him into his house
27-124992-0074_311-124404-0108.wav,and they prayed all the night long within the church desiring help of the god of israel
27-124992-0075_5022-29411-0036.wav,the church that is the synagogue or place where they met for prayer judith chapter seven holofernes besiegeth bethulia
27-124992-0076_78-368-0012.wav,and two and twenty thousand horsemen besides the preparations of those men who had been taken
32-4137-0001_5789-57195-0006.wav,the banner that above the waves is floating o'er three million slaves dick walker the slave speculator who had purchased currer and althesa put them in prison until his gang was made up
32-4137-0002_6147-34606-0016.wav,and then with his forty slaves started for the new orleans market as many of the slaves had been brought up in richmond and had relations residing there the slave trader determined to leave the city early in the morning
32-4137-0005_2514-149482-0036.wav,walker had already advertised in the new orleans papers that he would be there at a stated time with a prime lot of able bodied slaves ready for field service together with a few extra ones between the ages of fifteen and twenty five
32-4137-0007_1235-135883-0037.wav,few persons can arrive at anything like the age of a negro by mere observation unless they are well acquainted with the race therefore the slave trader very frequently carried out this deception with perfect impunity after the steamer had left the wharf
32-4137-0009_5561-39621-0034.wav,their grey hair and whiskers at once pronounced them to be above the ages set down in the trader's advertisement
32-4137-0011_2289-152258-0016.wav,dis nigger is no countefit he is de genewine artekil
32-4137-0014_7302-86815-0000.wav,well said pompey addressing himself to the company i is de gentman dat is to get you ready so dat you will bring marser a good price in de orleans market how old is you
32-4137-0015_8419-286676-0028.wav,addressing himself to a man who from appearance was not less than forty if i live to see next corn planting time i will either be forty five or fifty five i don't know which
32-4137-0017_446-123501-0004.wav,but when you get in de market an anybody axe you how old you is an you tell em forty five marser will tie you up an gib you de whip like smoke
32-4137-0022_6563-63821-0017.wav,and then reported to his master that the old boys were all right at eight o'clock on the evening of the third day the lights of another steamer were seen in the distance and apparently coming up very fast this was a signal for a general commotion on the patriot
32-4137-0024_446-123501-0008.wav,and each exerting itself to keep the ascendancy in point of speed the night was clear the moon shining brightly and the boats so near to each other that the passengers were calling out from one boat to the other
32-4137-0025_6818-76332-0026.wav,on board the patriot the firemen were using oil lard butter and even bacon with the wood for the purpose of raising the steam to its highest pitch the blaze mingled with the black smoke showed plainly that the other boat was burning more than wood
32-4137-0027_289-121665-0019.wav,at this moment the engineer of the patriot was seen to fasten down the safety valve so that no steam should escape this was indeed a dangerous resort
32-4137-0028_6880-216547-0018.wav,the patriot stopped to take in passengers and still no steam was permitted to escape
32-4137-0029_2196-170151-0033.wav,and as might have been expected one of the boilers immediately exploded one dense fog of steam filled every part of the vessel while shrieks groans and cries were heard on every hand the saloons and cabins soon had the appearance of a hospital
32-4137-0033_5778-12761-0019.wav,said mister smith as he took his cards one by one from the table in a few moments a fine looking bright eyed mulatto boy apparently about fifteen years of age was standing by his master's side at the table
32-4137-0036_233-134440-0004.wav,you have beat me said smith as soon as he saw the cards jerry who was standing on top of the table with the bank notes and silver dollars round his feet was now ordered to descend from the table
32-4137-0040_89-219-0040.wav,the next morning as the passengers were assembling in the breakfast saloons and upon the guards of the vessel and the servants were seen running about waiting upon or looking for their masters poor jerry was entering his new master's stateroom with his boots
32-4137-0042_3112-9554-0023.wav,when i went to sleep last night i belonged to governor lucas but i understand dat he is bin gambling all night so i don't know who owns me dis morning such is the uncertainty of a slave's position
32-4137-0043_103-1240-0002.wav,he goes to bed at night the property of the man with whom he has lived for years and gets up in the morning the slave of some one whom he has never seen before
32-4137-0046_2691-156750-0011.wav,i want a good trusty woman for house service said the stranger as they entered the cabin where walker's slaves were kept here she is and no mistake replied the trader stand up currer my gal here's a gentleman who wishes to see if you will suit him
32-4137-0047_1246-124548-0032.wav,she is a rare cook a good washer and will suit you to a t i am sure if you buy me i hope you will buy my daughter too said the woman in rather an excited manner
32-4137-0050_412-126975-0063.wav,on the arrival of the boat at baton rouge an additional number of passengers were taken on board and amongst them several persons who had been attending the races gambling and drinking were now the order of the day
32-4137-0053_3699-47246-0007.wav,all went on well the remainder of the night and the next day at ten o'clock the boat arrived at new orleans
32-21625-0001_909-131045-0028.wav,those that lived there thought they had every right to stay there as long as they pleased without being disturbed it was in this village that brownie beaver and his neighbors lived it was a different sort of town too
32-21625-0003_3440-171009-0000.wav,everybody that dwelt there was a fine swimmer years and years before brownie's time his forefathers had come there and finding that there were many trees in the neighborhood with the sort of bark they liked to eat
32-21625-0005_4898-28461-0011.wav,and by damming it those old settlers made a pond in which they could build their houses they had ideas of their own as to what a house should be like
32-21625-0007_3436-172162-0009.wav,should be far beneath the surface of the water for they believed that that made a house safer too to you such an idea may seem very strange but if you were chased by an enemy you might be glad to be able to swim under water
32-21625-0011_446-123502-0033.wav,and he built it himself because he said he would rather have a neat new house than one of the big old dwellings that had been built many years before when his great great grandfather had helped throw the dam across the stream the dam was there still
32-21625-0012_8324-286682-0005.wav,it was so old that trees were growing on it and there was an odd thing about it it was never finished though brownie beaver was a young chap he worked on the dam sometimes like all his neighbors
32-21625-0013_2843-152918-0051.wav,you see the villagers kept making the dam wider and since it was built of sticks and mud the water sometimes washed bits of it away so it had to be kept in repair if brownie beaver and his friends had neglected their dam
32-21625-0014_4297-13006-0031.wav,and without any water to hide their doorways they would have been safe no longer they would have had no place either to store their winter's food for they were in the habit of cutting down trees and saving the bark and branches too
32-21625-0015_4813-248638-0044.wav,in order to have plenty to eat when cold weather came and the ice closed their pond some of their food they carried into their houses through a straight hall which was made for that very purpose
32-21625-0016_7402-59171-0005.wav,and some of the branches they fastened under water near the dam it was just like putting green things into a refrigerator so they will keep now you see why brownie beaver would no more have thought of building his house on dry land
32-21631-0000_8630-305213-0028.wav,after mister crow flew back to pleasant valley to gather news for him brownie beaver carefully counted each day that passed since mister crow had agreed to be his newspaper and come each saturday afternoon to tell him everything that had happened during the week
32-21631-0002_7178-34645-0034.wav,that was probably the longest day in brownie beaver's life at least it seemed so to him whenever he saw a bird soaring above the tree tops he couldn't help hoping it was mister crow
32-21631-0003_6531-61334-0091.wav,brownie beaver dropped whatever he happened to be doing expecting that mister crow would flap into sight at any moment brownie had many disappointments but mister crow really came at last
32-21631-0005_887-123291-0028.wav,above the water and he soon crawled up beside mister crow well i am glad to see you he told mister crow peter mink caught a monstrous eel in the duck pond on monday mister crow said
32-21631-0006_8312-279791-0034.wav,being a newspaper he thought he ought to say nothing except what was news not even good afternoon mister rabbit of pine ridge with his wife and fourteen children is visiting his brother mister jeremiah rabbit
32-21631-0009_7367-86737-0024.wav,missus bear had a birthday on wednesday an enjoyable time was had by all except the pig pig brownie beaver asked what pig the pig they ate said mister crow
32-21631-0010_7264-92310-0019.wav,and he went right on talking on thursday mister woodchuck went to visit his cousins in the west missus woodchuck is worried what's she worried about brownie inquired she's afraid he's coming back again
32-21631-0013_7794-295955-0013.wav,old dog spot chased him mister crow replied but you mustn't ask questions he complained you can't ask questions of a newspaper you know well what happened on saturday
32-21631-0014_1246-124550-0020.wav,another question i declare i don't believe you ever took a newspaper before did you brownie beaver admitted that he never had then said mister crow then don't interrupt me again please
32-21631-0015_6415-111615-0022.wav,i'll tell you all the news i've brought and when i've finished i'll stop being a newspaper and be myself for a while and then we can talk but not before he insisted brownie beaver nodded his head
32-21631-0016_7511-102420-0046.wav,he was afraid that if he said another word mister crow would grow angry and fly away without telling him any more news
